Name,Father's Name,ID Number,Phone Number,Address,Specialty,Latitude,Longitude
Qazi Mairaj Hassan,Faizan Muhammad,80135-1419909-2,3107293630,"521 Avenue, Saddar,Town",Key Maker,24.8531846,67.0166725
Muhammad Afzal,Muhammad Ahmed,58445-1133225-7,3995319404,"373 Avenue, Five Star,City",Flat Tire Mechanic,,
Muhammad Haider,Muhammad Arsalan,42672-4034306-5,3915577955,"297 Avenue, Five Star,Town",Key Maker,,
Haider Ali,Muhammad Ali,79578-2305444-2,3158932281,"406 Street, Five Star,Town",Painter,,
Afzal Ali,Afzal Ali,67690-7731225-9,3454061688,"234 Avenue, Saddar,Town",Painter,24.8531846,67.0166725
Qamar Afzal,Hassan Qazi Mairaj,23552-2249313-8,3612334754,"862 Road, Five Star,Town",Flat Tire Mechanic,,
Haider Bilal,Ali Muhammad,59889-9467469-7,3152660779,"644 Road, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Qamar Muhammad,Muhammad Nisar,69772-9830621-8,3936940697,"191 Street, Johar,City",Denter,,
Qamar Ali,Qamar Ahmed,34497-2771737-9,3256921967,"312 Street, Johar,Town",Auto Mechanic,31.4711396,74.2522816
Qazi Mairaj Haider,Faizan Faizan,83939-7057511-5,3925978460,"921 Street, Johar,City",Auto Mechanic,,
Haider Ali,Faizan Afzal,99405-7914551-8,3586976847,"385 Avenue, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Muhammad Arsalan,Ahmed Ahmed,34464-3427701-7,3559218334,"228 Road, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Hassan Haider,Qazi Mairaj Muhammad,29775-8075138-8,3754578252,"643 Road, Five Star,City",Denter,,
Muhammad Bilal,Ali Qazi Mairaj,84930-5980968-3,3471127594,"656 Road, Five Star,Town",Auto Mechanic,,
Ahmed Qamar,Arsalan Muhammad,78974-2395269-5,3345753480,"39 Street, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Nisar Hassan,Muhammad Qamar,45223-3039456-6,3834649753,"33 Road, Liaquatabad,Town",Key Maker,24.9004825,67.0481882
Qamar Qazi Mairaj,Qazi Mairaj Ali,41826-2780576-2,3899289056,"64 Street, Orangi,Town",Body-Mechanic,24.9517285,67.00227149999999
Nisar Nisar,Bilal Hassan,49810-7895530-7,3027294467,"971 Road, Five Star,Town",Painter,,
Arsalan Muhammad,Bilal Muhammad,83362-1313270-2,3685171672,"457 Road, Five Star,City",Denter,,
Muhammad Hassan,Faizan Haider,18494-6844951-9,3025534308,"103 Street, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Arsalan Haider,Qazi Mairaj Hassan,58755-6005229-8,3828336057,"808 Street, Johar,City",Electrician,,
Haider Arsalan,Haider Ahmed,52221-8214762-2,3519662695,"904 Street, Johar,City",Denter,,
Ahmed Bilal,Arsalan Nisar,98729-5764491-9,3486683396,"300 Avenue, Kimari,Town",Painter,24.8787702,66.87899999999999
Muhammad Ahmed,Hassan Arsalan,81024-6651165-7,3676103138,"727 Avenue, Johar,City",Painter,,
Qazi Mairaj Ali,Muhammad Muhammad,57500-4456590-7,3652236812,"49 Street, Saddar,Town",Electrician,24.8531846,67.0166725
Muhammad Nisar,Hassan Bilal,53088-1320380-8,3683479689,"782 Street, Orangi,Town",Electrician,24.9517285,67.00227149999999
Ahmed Nisar,Afzal Afzal,56896-9685691-8,3330045154,"702 Road, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Ahmed Qamar,Arsalan Ali,16993-4627349-8,3434226958,"168 Avenue, Orangi,City",Key Maker,24.9517285,67.00227149999999
Qazi Mairaj Afzal,Afzal Haider,19237-2535958-2,3832999863,"671 Street, Saddar,City",Denter,24.8615984,67.0290744
Nisar Nisar,Qazi Mairaj Muhammad,64585-5486586-2,3769745625,"514 Road, Johar,City",Auto Mechanic,,
Qamar Nisar,Nisar Afzal,50604-6140216-2,3326428973,"783 Road, Liaquatabad,Town",Auto Mechanic,24.9046605,67.0472374
Muhammad Bilal,Qazi Mairaj Faizan,26478-9345942-8,3237289863,"872 Avenue, Kimari,City",Painter,43.7883717,-93.1246207
Muhammad Bilal,Muhammad Afzal,18702-9534584-8,3810824021,"265 Avenue, Orangi,Town",Electrician,24.9517285,67.00227149999999
Faizan Qamar,Afzal Ali,73378-8755458-1,3293831719,"91 Street, Gulshan,Town",Electrician,24.9180271,67.0970916
Haider Hassan,Nisar Bilal,61373-7846332-1,3820469999,"734 Avenue, Five Star,City",Painter,,
Muhammad Muhammad,Nisar Ali,16365-3992662-5,3168021802,"25 Road, Five Star,Town",Electrician,,
Ahmed Muhammad,Bilal Arsalan,83219-2473811-2,3621006005,"981 Street, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Qamar Afzal,Muhammad Nisar,10169-1446723-7,3755059020,"358 Avenue, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Qazi Mairaj Nisar,Qazi Mairaj Qazi Mairaj,64386-1882552-2,3994613112,"289 Avenue, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Muhammad Muhammad,Nisar Qamar,13228-3762026-1,3395112982,"987 Road, Liaquatabad,City",Body-Mechanic,24.9106894,67.031087
Ali Bilal,Qamar Muhammad,65655-1471519-9,3393415705,"457 Road, Johar,City",Electrician,,
Faizan Nisar,Muhammad Ali,90556-7074776-1,3317425858,"577 Street, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Qamar Nisar,Muhammad Arsalan,87307-3700520-2,3999649079,"646 Street, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
Muhammad Ahmed,Afzal Ahmed,42164-9363864-5,3436987269,"125 Avenue, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Haider Haider,Nisar Bilal,14235-2074368-5,3358963209,"178 Street, Korangi,Town",Painter,24.8387414,67.1209226
Qazi Mairaj Ali,Nisar Hassan,94358-8269910-3,3544444848,"189 Road, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Arsalan Muhammad,Ahmed Qamar,48705-9955927-5,3677217528,"111 Avenue, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Ahmed Bilal,Bilal Hassan,37449-6637549-6,3617738194,"213 Avenue, Korangi,City",Painter,24.8387414,67.1209226
Faizan Ali,Arsalan Afzal,94398-1830716-5,3654165605,"32 Street, Five Star,City",Auto Mechanic,,
Muhammad Nisar,Arsalan Qazi Mairaj,66762-1722991-3,3201301610,"182 Street, Johar,Town",Denter,31.4711396,74.2522816
Qazi Mairaj Nisar,Bilal Nisar,71543-6383752-7,3195648074,"589 Road, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Muhammad Qamar,Qamar Muhammad,83426-5048691-5,3104206358,"506 Road, Johar,Town",Denter,31.469693,74.27284610000001
Qazi Mairaj Haider,Ali Qazi Mairaj,87731-7527901-9,3847970098,"10 Street, Korangi,Town",Painter,24.8387414,67.1209226
Bilal Faizan,Ahmed Qamar,56529-3080407-7,3663030627,"583 Road, Orangi,City",Painter,24.9517285,67.00227149999999
Ahmed Faizan,Hassan Muhammad,13214-6564990-1,3657283931,"735 Avenue, Saddar,Town",Electrician,24.8531846,67.0166725
Muhammad Ahmed,Haider Muhammad,10699-6850153-4,3214979752,"490 Street, Kimari,Town",Auto Mechanic,24.8787702,66.87899999999999
Muhammad Muhammad,Arsalan Muhammad,31434-5224246-6,3919213282,"819 Avenue, Five Star,City",Electrician,,
Muhammad Nisar,Hassan Haider,45547-7849662-2,3252147810,"39 Road, Gulshan,City",Flat Tire Mechanic,33.2573986,73.1455467
Muhammad Arsalan,Ahmed Afzal,77872-1259690-7,3700119705,"171 Road, Five Star,Town",Key Maker,,
Qazi Mairaj Hassan,Afzal Afzal,87120-9586150-8,3030797220,"367 Avenue, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Faizan Afzal,Muhammad Nisar,93089-6308241-6,3255518863,"296 Street, Johar,Town",Electrician,31.4711396,74.2522816
Afzal Faizan,Afzal Arsalan,23477-9169286-4,3370743632,"892 Street, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Afzal Haider,Muhammad Qamar,87999-5209365-8,3357942543,"435 Avenue, Gulshan,City",Body-Mechanic,33.2573986,73.1455467
Bilal Afzal,Muhammad Qamar,52284-7436256-5,3506015186,"752 Street, Five Star,City",Body-Mechanic,,
Faizan Faizan,Qamar Ali,53784-8839193-1,3857742511,"27 Avenue, Gulshan,Town",Electrician,24.9180271,67.0970916
Bilal Qazi Mairaj,Ahmed Ali,67404-8467425-5,3848555627,"202 Road, Liaquatabad,City",Flat Tire Mechanic,24.9106894,67.031087
Arsalan Bilal,Qamar Qamar,93845-4785900-2,3357749493,"613 Road, Five Star,City",Body-Mechanic,,
Arsalan Qamar,Muhammad Nisar,45494-9373060-8,3636594072,"354 Avenue, Gulshan,City",Flat Tire Mechanic,33.2573986,73.1455467
Qamar Faizan,Qazi Mairaj Afzal,96724-7593365-7,3707237472,"764 Street, Saddar,Town",Denter,24.8531846,67.0166725
Haider Afzal,Haider Hassan,61680-4842202-6,3326761916,"347 Street, Johar,City",Denter,,
Afzal Nisar,Haider Bilal,14469-6106181-4,3211803084,"708 Street, Liaquatabad,Town",Painter,24.9046605,67.0472374
Bilal Nisar,Muhammad Haider,77778-2908336-3,3202317781,"816 Avenue, Saddar,City",Denter,24.8615984,67.0290744
Qazi Mairaj Afzal,Arsalan Hassan,62606-4065464-6,3693426539,"462 Street, Korangi,City",Painter,24.8387414,67.1209226
Faizan Qazi Mairaj,Ahmed Afzal,25995-6290213-9,3021914686,"776 Road, Saddar,Town",Electrician,24.8531846,67.0166725
Bilal Qazi Mairaj,Ali Hassan,52719-6961630-6,3930136683,"392 Road, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Haider Afzal,Bilal Bilal,21348-6390578-5,3628803109,"970 Road, Five Star,City",Electrician,,
Nisar Nisar,Nisar Arsalan,45062-8750846-3,3332156529,"332 Road, Kimari,City",Key Maker,,
Haider Faizan,Faizan Muhammad,31808-4414080-7,3997079810,"257 Road, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Ahmed Arsalan,Afzal Muhammad,95243-6921879-3,3372159412,"778 Road, Five Star,City",Painter,,
Faizan Arsalan,Qazi Mairaj Ali,68799-4841470-7,3674925400,"18 Street, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Qazi Mairaj Afzal,Muhammad Bilal,63841-3723433-1,3597502187,"169 Avenue, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Qazi Mairaj Qazi Mairaj,Bilal Ahmed,44851-2943152-2,3056277924,"494 Road, Kimari,City",Painter,,
Bilal Nisar,Muhammad Haider,33370-9001097-6,3231065096,"673 Road, Johar,City",Painter,,
Ahmed Muhammad,Afzal Nisar,69462-9735556-4,3651641041,"3 Avenue, Orangi,City",Denter,24.9517285,67.00227149999999
Faizan Muhammad,Bilal Afzal,74822-6602381-5,3846165484,"719 Road, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Qamar Qamar,Faizan Bilal,18681-6740306-4,3621221494,"135 Avenue, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
Hassan Arsalan,Qamar Hassan,73434-8710023-6,3716262912,"69 Avenue, Kimari,City",Painter,,
Arsalan Nisar,Ahmed Haider,25533-4138919-3,3069437739,"333 Street, Saddar,Town",Painter,24.8531846,67.0166725
Muhammad Arsalan,Hassan Ali,19434-8019950-4,3421416843,"845 Avenue, Kimari,City",Painter,,
Qazi Mairaj Hassan,Ali Afzal,76860-1272991-7,3741649525,"106 Avenue, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Bilal Qamar,Muhammad Ahmed,82327-4525385-5,3240926031,"749 Avenue, Gulshan,City",Painter,33.2573986,73.1455467
Haider Muhammad,Muhammad Ali,21300-8408057-7,3111177270,"949 Avenue, Johar,City",Body-Mechanic,,
Bilal Faizan,Nisar Ali,84380-8509264-4,3190098702,"119 Street, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Muhammad Muhammad,Qamar Ali,27119-1771479-9,3293046640,"787 Street, Five Star,City",Auto Mechanic,,
Arsalan Muhammad,Qazi Mairaj Nisar,39873-8112698-7,3368856563,"252 Avenue, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Muhammad Nisar,Muhammad Bilal,11203-1995401-9,3062427002,"534 Road, Orangi,City",Denter,24.9517285,67.00227149999999
Ahmed Ali,Muhammad Bilal,72133-6403435-5,3067794853,"34 Road, Five Star,City",Body-Mechanic,,
Ahmed Muhammad,Qamar Qazi Mairaj,88838-3492493-8,3202047377,"744 Avenue, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Arsalan Ali,Qamar Ali,97587-3390199-4,3409361811,"952 Street, Five Star,City",Denter,,
Afzal Qazi Mairaj,Qamar Faizan,41254-6740130-8,3318597065,"167 Avenue, Korangi,City",Electrician,24.8387414,67.1209226
Faizan Arsalan,Haider Afzal,29576-1448731-7,3380886564,"685 Road, Saddar,Town",Key Maker,24.8531846,67.0166725
Qazi Mairaj Qazi Mairaj,Haider Afzal,43638-8631294-4,3738140818,"762 Street, Korangi,Town",Denter,24.8387414,67.1209226
Qamar Nisar,Hassan Hassan,23430-9740532-2,3967223969,"493 Avenue, Korangi,City",Painter,24.8387414,67.1209226
Nisar Hassan,Qamar Muhammad,27096-6717858-7,3913957130,"935 Road, Kimari,City",Auto Mechanic,,
Haider Muhammad,Haider Nisar,87046-7760950-9,3403872371,"275 Road, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Faizan Faizan,Ali Nisar,54516-5276700-9,3426849156,"438 Road, Johar,Town",Body-Mechanic,31.469693,74.27284610000001
Bilal Qamar,Muhammad Arsalan,90241-8483570-3,3511924215,"694 Road, Korangi,Town",Electrician,24.8387414,67.1209226
Hassan Ahmed,Afzal Arsalan,78974-4403927-5,3589873737,"887 Avenue, Orangi,City",Painter,24.9517285,67.00227149999999
Muhammad Nisar,Muhammad Muhammad,60377-3306764-4,3461650464,"988 Road, Gulshan,Town",Painter,24.9180271,67.0970916
Nisar Ahmed,Muhammad Muhammad,30572-1113904-8,3744701050,"939 Avenue, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Qamar Afzal,Bilal Muhammad,37072-8685490-8,3107023906,"706 Street, Johar,City",Key Maker,,
Ali Afzal,Arsalan Hassan,54687-9991372-5,3332688474,"239 Road, Korangi,City",Key Maker,24.8387414,67.1209226
Muhammad Bilal,Nisar Arsalan,62676-5321581-2,3850024435,"289 Avenue, Johar,City",Key Maker,,
Bilal Muhammad,Muhammad Ahmed,51106-6891865-9,3926034874,"96 Street, Johar,City",Flat Tire Mechanic,,
Arsalan Muhammad,Haider Ali,73021-2780516-5,3972443028,"491 Avenue, Liaquatabad,City",Painter,24.9046605,67.0472374
Nisar Ahmed,Qazi Mairaj Ali,65261-2193238-7,3866613651,"865 Street, Liaquatabad,City",Denter,24.9046605,67.0472374
Qazi Mairaj Faizan,Ali Muhammad,35173-1972095-5,3030639448,"567 Street, Kimari,City",Denter,,
Muhammad Bilal,Ali Arsalan,53750-1455644-2,3573965426,"821 Road, Five Star,City",Painter,,
Arsalan Hassan,Qazi Mairaj Muhammad,13117-8048444-9,3331327089,"335 Road, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
Bilal Nisar,Afzal Haider,38786-2578937-7,3319190115,"226 Road, Saddar,City",Denter,24.8615984,67.0290744
Qamar Muhammad,Arsalan Qamar,75366-9866796-6,3669535956,"641 Road, Saddar,Town",Key Maker,24.8531846,67.0166725
Bilal Ali,Arsalan Arsalan,41015-9415789-4,3948734101,"163 Street, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Arsalan Muhammad,Bilal Hassan,21337-1334814-2,3650357925,"835 Avenue, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Muhammad Ahmed,Ali Hassan,13605-9541697-2,3520590860,"755 Avenue, Johar,City",Auto Mechanic,,
Bilal Arsalan,Hassan Afzal,59872-4178155-4,3084060071,"740 Road, Kimari,City",Denter,,
Qamar Muhammad,Ali Faizan,81573-6502880-2,3739464588,"253 Road, Johar,City",Denter,,
Nisar Afzal,Haider Faizan,59226-8034609-6,3331917749,"626 Avenue, Liaquatabad,Town",Flat Tire Mechanic,24.9046605,67.0472374
Hassan Ali,Ahmed Ahmed,83394-7506092-4,3742575855,"442 Street, Orangi,Town",Body-Mechanic,24.9517285,67.00227149999999
Arsalan Qamar,Bilal Muhammad,62273-3101882-3,3108967819,"59 Street, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Qamar Nisar,Ahmed Afzal,70300-3386746-3,3632393495,"519 Road, Gulshan,Town",Painter,24.9180271,67.0970916
Faizan Qazi Mairaj,Ahmed Arsalan,97218-1398436-6,3540322936,"184 Avenue, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
Nisar Qazi Mairaj,Nisar Qazi Mairaj,98314-3105873-4,3195433341,"118 Road, Liaquatabad,City",Key Maker,24.9046605,67.0472374
Ali Nisar,Ali Qamar,79936-6104212-9,3225137993,"867 Street, Saddar,Town",Painter,24.8531846,67.0166725
Nisar Muhammad,Bilal Muhammad,13466-2415202-6,3887086582,"349 Street, Orangi,City",Key Maker,24.9517285,67.00227149999999
Muhammad Qazi Mairaj,Haider Qamar,17102-5611273-1,3818355032,"901 Road, Korangi,Town",Denter,24.8387414,67.1209226
Ali Ahmed,Haider Muhammad,59071-6915182-6,3254575868,"971 Street, Five Star,City",Body-Mechanic,,
Qamar Ahmed,Afzal Ahmed,59699-1472791-7,3360906667,"494 Road, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Faizan Hassan,Faizan Bilal,34050-8308329-9,3260309367,"389 Avenue, Korangi,City",Flat Tire Mechanic,24.8387414,67.1209226
Haider Nisar,Haider Afzal,49150-8757445-2,3684280608,"81 Road, Gulshan,Town",Electrician,24.9180271,67.0970916
Haider Arsalan,Afzal Muhammad,46206-3622554-3,3965679617,"72 Avenue, Saddar,City",Painter,24.8615984,67.0290744
Ali Muhammad,Ali Haider,19211-9386546-9,3517176835,"482 Avenue, Gulshan,City",Denter,33.2573986,73.1455467
Afzal Muhammad,Qamar Nisar,57320-6329105-6,3084038636,"175 Avenue, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Ahmed Qamar,Arsalan Qazi Mairaj,80592-6471271-4,3587536521,"357 Avenue, Saddar,City",Flat Tire Mechanic,24.8615984,67.0290744
Nisar Ali,Bilal Haider,55481-8579762-2,3873577553,"595 Avenue, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Qamar Muhammad,Hassan Nisar,42891-7499006-5,3806594111,"927 Road, Orangi,City",Denter,24.9517285,67.00227149999999
Nisar Nisar,Faizan Qazi Mairaj,60401-6080814-6,3549724079,"736 Road, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Afzal Haider,Haider Nisar,59471-2971557-2,3916393716,"875 Avenue, Orangi,Town",Electrician,24.9517285,67.00227149999999
Afzal Faizan,Ahmed Nisar,95169-9328036-6,3358445179,"604 Road, Kimari,City",Painter,,
Hassan Hassan,Muhammad Arsalan,75453-4378021-4,3364033728,"480 Road, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Faizan Muhammad,Ali Muhammad,65653-5717239-7,3734058235,"849 Avenue, Korangi,Town",Electrician,24.8387414,67.1209226
Qazi Mairaj Ali,Ahmed Muhammad,88530-5653882-7,3625546553,"487 Avenue, Kimari,City",Electrician,,
Arsalan Bilal,Nisar Faizan,68842-4480555-4,3209809252,"913 Road, Five Star,City",Key Maker,,
Muhammad Hassan,Qazi Mairaj Afzal,89925-6960444-2,3715954967,"387 Road, Saddar,Town",Key Maker,24.8531846,67.0166725
Muhammad Qamar,Nisar Qamar,38740-5303321-7,3702988666,"448 Street, Saddar,Town",Denter,24.8531846,67.0166725
Muhammad Bilal,Qamar Haider,54537-7470253-7,3627605465,"51 Avenue, Liaquatabad,Town",Flat Tire Mechanic,24.9015008,67.0442444
Muhammad Afzal,Muhammad Muhammad,41845-2402101-2,3381915398,"295 Avenue, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Haider Qamar,Arsalan Hassan,33976-9482912-3,3500806746,"485 Road, Liaquatabad,City",Electrician,24.9046605,67.0472374
Arsalan Muhammad,Faizan Hassan,53128-1277841-9,3372146788,"508 Avenue, Korangi,Town",Denter,24.8387414,67.1209226
Bilal Muhammad,Bilal Hassan,32287-6878602-1,3802130415,"802 Street, Johar,Town",Denter,31.469693,74.27284610000001
Ahmed Faizan,Muhammad Ahmed,73730-1361520-4,3015106395,"298 Street, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Afzal Faizan,Bilal Muhammad,99563-6876456-7,3397890292,"69 Street, Johar,City",Body-Mechanic,,
Afzal Muhammad,Ali Faizan,15722-1783875-5,3407190356,"734 Street, Five Star,Town",Electrician,,
Muhammad Ahmed,Afzal Afzal,56359-9844780-2,3289551422,"219 Road, Saddar,City",Painter,24.8615984,67.0290744
Qazi Mairaj Haider,Faizan Muhammad,86331-5410374-2,3425679243,"835 Avenue, Five Star,City",Key Maker,,
Muhammad Ahmed,Ali Nisar,49922-6379265-8,3915602222,"654 Street, Gulshan,City",Painter,,
Muhammad Arsalan,Muhammad Faizan,31268-8933797-7,3294890577,"717 Street, Orangi,Town",Painter,24.9517285,67.00227149999999
Ali Ali,Muhammad Qazi Mairaj,26673-9730256-7,3058973040,"940 Avenue, Five Star,City",Auto Mechanic,,
Qazi Mairaj Muhammad,Ahmed Qamar,84225-2315008-9,3854564401,"74 Avenue, Johar,Town",Flat Tire Mechanic,31.469693,74.27284610000001
Nisar Ahmed,Hassan Haider,82125-3169166-3,3584708785,"733 Street, Five Star,City",Denter,,
Arsalan Haider,Ahmed Qamar,66442-2288215-9,3930068917,"411 Road, Orangi,Town",Electrician,24.9517285,67.00227149999999
Ali Muhammad,Hassan Afzal,61942-6943023-2,3633190715,"874 Road, Liaquatabad,Town",Painter,24.9046605,67.0472374
Haider Muhammad,Ali Hassan,49464-4268784-8,3354457415,"30 Road, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Haider Faizan,Afzal Afzal,32014-3355672-4,3869808117,"269 Road, Orangi,Town",Body-Mechanic,24.9517285,67.00227149999999
Arsalan Faizan,Qazi Mairaj Ahmed,60250-5300022-9,3392889713,"263 Avenue, Orangi,Town",Electrician,24.9517285,67.00227149999999
Qamar Afzal,Ahmed Muhammad,48076-5682580-4,3264747006,"31 Road, Liaquatabad,City",Auto Mechanic,24.9106894,67.031087
Hassan Nisar,Nisar Haider,45802-4212244-5,3031501665,"93 Road, Korangi,City",Painter,24.8387414,67.1209226
Nisar Ahmed,Ali Muhammad,27705-1925642-2,3441680900,"805 Avenue, Five Star,Town",Key Maker,,
Muhammad Hassan,Nisar Hassan,71058-8413790-3,3399182755,"230 Avenue, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Qazi Mairaj Faizan,Haider Qamar,39766-8775904-8,3651021049,"434 Street, Liaquatabad,City",Auto Mechanic,24.9046605,67.0472374
Muhammad Arsalan,Qamar Muhammad,54008-9652644-5,3937490660,"518 Avenue, Johar,City",Auto Mechanic,,
Bilal Qazi Mairaj,Arsalan Ahmed,19489-9256458-2,3831384678,"472 Avenue, Johar,Town",Electrician,31.469693,74.27284610000001
Muhammad Haider,Haider Muhammad,58525-8916670-6,3861739388,"619 Street, Five Star,Town",Auto Mechanic,,
Arsalan Ali,Muhammad Qazi Mairaj,75263-7115481-7,3552309661,"286 Avenue, Gulshan,City",Electrician,33.2573986,73.1455467
Ahmed Bilal,Faizan Qamar,92121-9540123-3,3396817200,"699 Street, Liaquatabad,City",Electrician,24.9046605,67.0472374
Ali Bilal,Muhammad Afzal,82344-1306035-2,3012595018,"757 Street, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Muhammad Ali,Qazi Mairaj Muhammad,27862-3468708-3,3733618110,"882 Road, Five Star,City",Auto Mechanic,,
Faizan Hassan,Muhammad Qamar,62392-8287067-5,3126883478,"390 Road, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
