original_Name,original_Father's Name,original_ID Number,original_Phone Number,original_Address,original_Specialty,lat,lon,formatted,housenumber,name,street,postcode,county,district,suburb,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Ali Qamar,Faizan Muhammad,38357-3643609-4,03885981092,"217 Avenue, Liaquatabad,City",Painter,24.8677913,67.0737358,"217 Justice Inamullah Road, Memon Society, Karachi Division 75300, Pakistan",217,,Justice Inamullah Road,75300,Karachi,Darul Aman,Memon Society,Karachi Division,Sindh,SD,Pakistan,pk,0.10775025323999998,0.3969,0.14177664899999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Ali,Ali Ahmed,55499-7983876-4,03555282175,"817 Road, Five Star,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Muhammad Qazi Mairaj,Ali Muhammad,28701-1794922-1,03927869904,"697 Street, Five Star,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Bilal,Ahmed Muhammad,50271-8057229-9,03377234694,"193 Road, Johar,Town",Auto Mechanic,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Bilal Ahmed,Arsalan Qazi Mairaj,39291-1496686-3,03713685806,"597 Avenue, Liaquatabad,City",Body-Mechanic,24.9442692,67.05377698816326,"A 597 5th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 597,,5th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.14702763599999993,0.567,0.17503289999999994,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Qamar,Nisar Hassan,85916-7324957-6,03838674461,"167 Avenue, Orangi,City",Body-Mechanic,24.7848741,67.0588678,"167/1/2 Saba Avenue, DHA Phase 6, Karachi Division 74500, Pakistan",167/1/2,,Saba Avenue,74500,Karachi,DHA Phase 6,DHA Phase 6,Karachi Division,Sindh,SD,Pakistan,pk,0.4275,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Faizan,Haider Arsalan,63411-2231272-1,03815325837,"813 Avenue, Liaquatabad,City",Body-Mechanic,24.938859,67.05120489007166,"A 813 Samreen Road, North Nazimabad, Karachi Division 74700, Pakistan",A 813,,Samreen Road,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.1458274104,0.45927000000000007,0.20253807000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Ali,Arsalan Afzal,95933-9478017-6,03287227843,"473 Avenue, Kimari,Town",Painter,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2835,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Nisar,Haider Afzal,20132-9589903-1,03129379689,"996 Road, Five Star,City",Denter,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Bilal,Ali Nisar,16851-1768130-2,03831335782,"487 Street, Kimari,Town",Auto Mechanic,31.466208,74.397356,"487 Street 25, Sec FF Ph 4, Charr 54792, Pakistan",487,,Street 25,54792,Lahore,,Sec FF Ph 4,Charr,Punjab,PB,Pakistan,pk,0.81,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Muhammad,Qamar Qazi Mairaj,87547-9891065-1,03144533872,"499 Avenue, Orangi,Town",Painter,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Ali,Haider Afzal,80004-3948481-4,03514204665,"93 Avenue, Orangi,City",Key Maker,24.79127595,67.05069558021884,"93 Saba Avenue, DHA Phase 5, Karachi Division 75600, Pakistan",93,,Saba Avenue,75600,Karachi,DHA Phase 5,DHA Phase 5,Karachi Division,Sindh,SD,Pakistan,pk,0.20193905817174518,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Haider,Haider Afzal,98774-5738808-6,03003481068,"931 Street, Gulshan,Town",Flat Tire Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Haider Bilal,Arsalan Bilal,78536-3480923-3,03046493668,"951 Road, Orangi,City",Flat Tire Mechanic,24.955874,66.9770022,"City Cambridge School, L Block Road, Chisti Nagar, Karachi Division 75840, Pakistan",,City Cambridge School,L Block Road,75840,,Orangi Town,Chisti Nagar,Karachi Division,Sindh,SD,Pakistan,pk,0.63,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Bilal,Muhammad Muhammad,13255-7352491-3,03701590691,"267 Road, Korangi,City",Key Maker,,,,,,,,,,,,,,,,,,,,,
Afzal Haider,Muhammad Ahmed,20131-6118004-9,03441583525,"674 Avenue, Korangi,Town",Flat Tire Mechanic,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Qamar,Arsalan Afzal,25726-1157801-4,03285935356,"480 Road, Korangi,City",Key Maker,,,,,,,,,,,,,,,,,,,,,
Hassan Faizan,Haider Muhammad,78110-8405827-3,03554397529,"708 Street, Johar,City",Denter,,,,,,,,,,,,,,,,,,,,,
Qamar Qazi Mairaj,Arsalan Muhammad,32929-9086919-8,03689998567,"713 Street, Five Star,Town",Body-Mechanic,33.60480075,72.96555649857802,"713 Street 22, I-14, Islamabad 45210, Pakistan",713,,Street 22,45210,,,I-14,Islamabad,Islamabad Capital Territory,IS,Pakistan,pk,0.2995239130434783,0.5103000000000001,0.45927000000000007,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Ahmed,Muhammad Afzal,82571-4463037-1,03331774083,"815 Street, Five Star,Town",Key Maker,33.549685,73.128536,"Street 5, Bahria Town, Rawalpindi, Pakistan",,,Street 5,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.18527410207939513,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Muhammad,Muhammad Qazi Mairaj,46520-6268637-3,03228141512,"83 Street, Johar,City",Body-Mechanic,33.667142,73.079219,"Street 83, Sector I-8, Islamabad, Pakistan",,,Street 83,,,,Sector I-8,Islamabad,Islamabad,IS,Pakistan,pk,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Muhammad,Ahmed Muhammad,60521-3453804-6,03545615355,"41 Road, Korangi,Town",Flat Tire Mechanic,24.8470249,67.1619649,"Main Korangi Road, Bagh-e-Korangi, Landhi Town 75120, Pakistan",,Main Korangi Road,Main Korangi Road,75120,,Landhi Town,Bagh-e-Korangi,Landhi Town,Sindh,SD,Pakistan,pk,0.648,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Nisar,Qazi Mairaj Arsalan,12479-3222004-3,03974665576,"658 Avenue, Korangi,Town",Painter,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.4242857142857143,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Afzal,Afzal Hassan,72002-4377884-4,03761712207,"971 Street, Johar,Town",Electrician,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Muhammad Ali,Ahmed Hassan,42277-8047101-2,03847171452,"491 Avenue, Liaquatabad,Town",Body-Mechanic,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Qazi Mairaj,Faizan Arsalan,37193-1018921-8,03540217701,"374 Road, Kimari,Town",Auto Mechanic,24.94094555,67.04119105,"A 374 Faizan Street, North Nazimabad, Karachi Division 74700, Pakistan",A 374,,Faizan Street,74700,Karachi,North Nazimabad Block D,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.063,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Afzal,Haider Faizan,61444-2330236-8,03032460634,"692 Street, Orangi,City",Body-Mechanic,24.93745,66.998323,"Street 4, Orangi Town Sector 4, Karachi, Pakistan",,,Street 4,,Karachi,,Orangi Town Sector 4,Karachi,Sindh,SD,Pakistan,pk,0.4264650000000001,0.7290000000000001,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Haider,Hassan Faizan,70548-9925957-1,03545062321,"479 Street, Kimari,City",Flat Tire Mechanic,24.943760349999998,67.0563063,"A 479 9th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 479,,9th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2985255,0.567,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Arsalan,Arsalan Nisar,85873-4587771-7,03795040781,"776 Avenue, Liaquatabad,City",Key Maker,24.8520348,67.0156266,"Tahir Avenue, I.I. Chundrigar Road, Serai Quarter, Karachi Division 72500, Pakistan",,Tahir Avenue,I.I. Chundrigar Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.25719119999999995,0.3969,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Hassan,Nisar Faizan,40745-7019934-8,03797991721,"55 Avenue, Gulshan,City",Denter,,,,,,,,,,,,,,,,,,,,,
Qamar Nisar,Ahmed Qamar,35046-1889493-2,03556607248,"776 Road, Saddar,City",Electrician,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Faizan,Muhammad Muhammad,75956-5172549-5,03084040034,"632 Avenue, Korangi,Town",Key Maker,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.4242857142857143,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Nisar,Qazi Mairaj Haider,82270-9599073-1,03874588327,"31 Avenue, Liaquatabad,Town",Auto Mechanic,24.899062,67.048786,"31st Street, B1 Area Liaquatabad, Karachi, Pakistan",,,31st Street,,Karachi,,B1 Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.29767499999999997,0.81,0.35720999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Haider,Haider Haider,18439-3800923-9,03977578588,"991 Street, Gulshan,Town",Flat Tire Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Faizan Nisar,Qamar Arsalan,96266-7847958-5,03313189600,"676 Avenue, Korangi,City",Denter,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Qamar,Qamar Ahmed,36840-5929389-2,03968302530,"533 Street, Orangi,City",Flat Tire Mechanic,24.93745,66.998323,"Street 4, Orangi Town Sector 4, Karachi, Pakistan",,,Street 4,,Karachi,,Orangi Town Sector 4,Karachi,Sindh,SD,Pakistan,pk,0.4264650000000001,0.7290000000000001,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Bilal,Qamar Qazi Mairaj,83581-6348561-4,03094102241,"21 Avenue, Saddar,Town",Key Maker,24.8032644,67.0360739,"21 Saba Avenue, Zamzama, Karachi Division 75600, Pakistan",21,,Saba Avenue,75600,,DHA Phase 5,Zamzama,Karachi Division,Sindh,SD,Pakistan,pk,0.20193905817174518,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Ali,Nisar Muhammad,49194-3344733-8,03169912137,"274 Avenue, Orangi,City",Electrician,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Faizan,Nisar Arsalan,30469-9945881-2,03449563499,"804 Avenue, Liaquatabad,Town",Electrician,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Muhammad,Haider Afzal,25252-4683748-4,03002711170,"174 Street, Five Star,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Hassan Nisar,Afzal Muhammad,25731-6122493-7,03126257870,"780 Road, Saddar,City",Denter,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Bilal,Haider Nisar,15388-1821847-2,03367804749,"984 Street, Saddar,City",Electrician,33.9969805,71.5405062,"Hasrat Street, Nothia, Peshawar Cantonment 25000, Pakistan",,Hasrat Street,Hasrat Street,25000,,,Nothia,Peshawar Cantonment,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.36855,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Arsalan,Qamar Hassan,79832-8492692-1,03902550424,"754 Street, Five Star,Town",Painter,24.839335,67.037831,"Dean Street, Frere Town, Karachi, Pakistan",,,Dean Street,,Karachi,,Frere Town,Karachi,Sindh,SD,Pakistan,pk,0.18527410207939513,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Hassan,Hassan Qazi Mairaj,95374-1237394-2,03471318753,"922 Road, Liaquatabad,City",Flat Tire Mechanic,24.900508,67.040089,"Service Road, C Area Liaquatabad, Karachi, Pakistan",,,Service Road,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.5071304347826088,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Hassan,Bilal Qamar,84945-5003229-1,03743910145,"533 Road, Gulshan,City",Denter,,,,,,,,,,,,,,,,,,,,,
Ahmed Nisar,Qazi Mairaj Arsalan,71157-5278573-7,03261910195,"416 Street, Kimari,Town",Auto Mechanic,31.456885200000002,74.40364125566977,"416 Street 2, DHA Phase V, Keer 54100, Pakistan",416,,Street 2,54100,Lahore,Sui Gas Cop Society,DHA Phase V,Keer,Punjab,PB,Pakistan,pk,0.81,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Nisar,Arsalan Ali,47960-7269973-1,03277330899,"930 Street, Korangi,Town",Denter,24.839335,67.037831,"Dean Street, Frere Town, Karachi, Pakistan",,,Dean Street,,Karachi,,Frere Town,Karachi,Sindh,SD,Pakistan,pk,0.4242857142857143,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Bilal,Qazi Mairaj Nisar,70665-5628776-3,03873846584,"661 Avenue, Johar,Town",Flat Tire Mechanic,24.9078919,67.1381622,"Bisma Avenue, Johar Chowrangi Road, Gulistan e Johar, Karachi Division 75300, Pakistan",,Bisma Avenue,Johar Chowrangi Road,75300,Karachi,Rufi Foundation,Gulistan e Johar,Karachi Division,Sindh,SD,Pakistan,pk,0.46042105263157895,0.81,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Muhammad,Hassan Ali,34866-5093569-1,03324370603,"772 Street, Korangi,City",Denter,,,,,,,,,,,,,,,,,,,,,
Faizan Afzal,Ali Qamar,65666-3700803-4,03322742123,"1 Street, Kimari,Town",Body-Mechanic,25.015449,67.129868,"1st Street, Gulshan-e-Maymar Sector Z, Karachi, Pakistan",,,1st Street,,Karachi,,Gulshan-e-Maymar Sector Z,Karachi,Sindh,SD,Pakistan,pk,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Hassan,Muhammad Nisar,12868-2575274-8,03765017825,"542 Street, Johar,Town",Flat Tire Mechanic,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Hassan Qazi Mairaj,Afzal Muhammad,90772-2582677-9,03700816979,"143 Street, Liaquatabad,City",Auto Mechanic,24.9400673,67.0481309,"B 143 Street No 3, North Nazimabad, Karachi Division 74700, Pakistan",B 143,,Street No 3,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.26784626400000006,0.45927000000000007,0.3720087000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Haider,Arsalan Muhammad,72042-4085820-8,03586684639,"448 Avenue, Five Star,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Faizan,Haider Muhammad,34774-5656823-6,03085326057,"249 Avenue, Kimari,City",Painter,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Muhammad,Muhammad Arsalan,48257-1036388-5,03562188098,"646 Street, Korangi,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Nisar Qazi Mairaj,Haider Afzal,14659-8124584-4,03317348748,"319 Street, Gulshan,Town",Auto Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Qamar Bilal,Afzal Bilal,94502-5217093-6,03496868868,"568 Street, Saddar,City",Auto Mechanic,33.9969805,71.5405062,"Hasrat Street, Nothia, Peshawar Cantonment 25000, Pakistan",,Hasrat Street,Hasrat Street,25000,,,Nothia,Peshawar Cantonment,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.36855,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Qazi Mairaj,Qamar Arsalan,61708-7386975-8,03775292809,"814 Street, Johar,Town",Electrician,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Qazi Mairaj Haider,Faizan Muhammad,61754-7875151-7,03796973145,"308 Road, Gulshan,Town",Auto Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.6000000000000001,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Ahmed Muhammad,Nisar Qazi Mairaj,92736-8813994-5,03828248522,"118 Avenue, Johar,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Ali Muhammad,Hassan Haider,90375-4782370-8,03245623165,"575 Avenue, Korangi,City",Flat Tire Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Ahmed,Afzal Afzal,94660-7547358-8,03666257732,"812 Road, Liaquatabad,Town",Flat Tire Mechanic,24.900508,67.040089,"Service Road, C Area Liaquatabad, Karachi 75900, Pakistan",,,Service Road,75900,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.5071304347826088,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Faizan,Bilal Ahmed,47694-4608249-8,03858658548,"212 Road, Korangi,Town",Body-Mechanic,24.8470249,67.1619649,"Main Korangi Road, Bagh-e-Korangi, Landhi Town 75120, Pakistan",,Main Korangi Road,Main Korangi Road,75120,,Landhi Town,Bagh-e-Korangi,Landhi Town,Sindh,SD,Pakistan,pk,0.6138947368421053,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Arsalan,Bilal Hassan,42160-4178495-6,03928642466,"858 Avenue, Liaquatabad,City",Flat Tire Mechanic,33.6148203,73.0014119,"858 Allah Abad, Westridge 3, Rawalpindi Cantonment 46060, Pakistan",858,,Allah Abad,46060,Rawalpindi District,Allah Abad,Westridge 3,Rawalpindi Cantonment,Punjab,PB,Pakistan,pk,0.23813999999999996,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Ahmed,Ahmed Arsalan,74866-5188212-3,03349542784,"414 Avenue, Johar,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Nisar Muhammad,Arsalan Muhammad,38921-2847496-8,03659177051,"525 Avenue, Kimari,City",Auto Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Qamar,Afzal Ali,13047-1893345-9,03796824934,"580 Road, Five Star,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Muhammad Bilal,Ali Ahmed,58540-4928740-5,03582048652,"768 Avenue, Five Star,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Nisar Arsalan,Bilal Arsalan,47630-8848525-9,03830159079,"240 Street, Saddar,City",Electrician,33.9969805,71.5405062,"Hasrat Street, Nothia, Peshawar Cantonment 25000, Pakistan",,Hasrat Street,Hasrat Street,25000,,,Nothia,Peshawar Cantonment,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.36855,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Muhammad,Arsalan Arsalan,65423-2955326-5,03311738548,"409 Street, Liaquatabad,City",Denter,24.898342,67.042207,"48th Street, C Area Liaquatabad, Karachi, Pakistan",,,48th Street,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.52488,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Haider,Ali Nisar,98500-7084142-4,03929384228,"396 Avenue, Korangi,City",Denter,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Muhammad,Hassan Muhammad,46327-7634211-3,03202956128,"594 Street, Kimari,City",Painter,24.94398465,67.05383866388297,"A 594 6th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 594,,6th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2985255,0.567,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Qamar,Nisar Ali,89330-5288576-5,03586811154,"447 Road, Kimari,City",Painter,24.8485925,67.00638491702443,"Karachi City, Station Road, Sultanabad, Karachi Division 72500, Pakistan",,Karachi City,Station Road,72500,,Central Business District,Sultanabad,Karachi Division,Sindh,SD,Pakistan,pk,0.3402000000000001,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Muhammad,Nisar Muhammad,46675-2590334-3,03557769350,"527 Avenue, Saddar,City",Auto Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Haider,Nisar Faizan,54012-2045861-8,03810845349,"133 Street, Five Star,Town",Painter,33.67018,73.002942,"Street 133, Sector G-11, Islamabad, Pakistan",,,Street 133,,,,Sector G-11,Islamabad,Islamabad,IS,Pakistan,pk,0.0703230056710775,0.5103000000000001,0.45927000000000007,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Afzal,Muhammad Qazi Mairaj,25616-4359559-2,03153905941,"198 Road, Orangi,Town",Auto Mechanic,24.9499909,66.980492,"L Block Road, Chisti Nagar, Karachi Division 75840, Pakistan",,L Block Road,L Block Road,75840,,Orangi Town,Chisti Nagar,Karachi Division,Sindh,SD,Pakistan,pk,0.63,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Bilal,Qamar Arsalan,69805-3799257-1,03737953654,"231 Street, Korangi,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
